823.844,258.1014,210.991,183.1164,356.0643,350.609,601.1351,289.4217
711.9682,755.6598,642.886,51.3509,848.9721,382.7953,952.6147,445.6697
924.6112,381.4681,762.0974,346.0026,389.4752,951.5076,968.433,433.7897
953.1608,24.9732,408.2031,692.9505,471.921,683.5015,276.4179,45.5652
430.0362,365.8353,973.7896,89.2263,263.3124,271.7976,100.2224,317.316
839.8165,314.3577,213.4511,289.89,92.4612,720.0166,861.7632,855.827
559.4866,962.0163,259.0597,337.6519,483.7862,616.5089,797.3558,22.889
530.8272,753.4647,994.7934,652.3813,681.9625,494.6897,205.1215,586.8758
610.7027,538.3415,894.5958,536.1421,519.9222,947.8637,606.6493,132.0326
600.1111,523.2893,510.3932,430.9033,892.6904,642.8507,343.6851,161.9752
77.1482,179.6954,579.4522,242.0023,435.4501,339.2524,940.1464,125.7068
849.3084,741.1384,788.019,206.4344,820.2029,400.4464,324.5262,46.3594
821.4651,326.448,551.8504,999.7743,989.2857,238.0021,588.2663,32.9632
638.2551,176.3117,372.4602,462.6388,980.657,271.7342,33.5161,402.4347
93.1579,511.2468,779.6846,285.5263,309.3183,894.9472,230.6964,775.5227
119.8865,897.0952,709.6036,224.9325,569.7543,68.3972,552.4574,386.7724
310.1745,234.2516,913.5988,931.6427,795.6985,765.8748,479.9639,778.1087
319.7895,899.2376,14.5339,371.6973,16.5783,398.2403,627.4308,33.4198
264.0124,819.7391,817.8942,582.1996,753.4179,433.9591,868.6236,874.4102
472.1448,951.7011,511.162,659.656,377.0963,906.1173,696.0054,177.6271
347.1873,523.034,582.1686,816.6434,274.2404,329.5093,608.5856,320.7449
972.418,656.1449,361.0336,822.6254,342.1714,873.3819,631.581,548.5275
778.1045,891.6019,668.4229,149.6041,928.3464,437.7371,926.1494,559.4282
419.7874,608.0617,291.4635,87.2215,846.2116,827.0852,591.9507,469.7781
861.05,667.7807,421.6032,295.3977,168.8658,345.662,427.1365,657.5704
901.3875,930.0955,28.7134,780.0238,893.0106,662.33,629.2544,321.4474
263.7974,5.7946,570.9,556.1827,87.4733,766.6219,821.0721,998.58
121.5135,724.7398,14.9096,614.7512,454.5337,197.4952,92.8708,932.3853
472.755,48.4543,403.5452,562.258,954.6286,178.8429,843.4944,324.6283
22.8448,721.1984,149.1442,258.7076,766.7462,511.3514,491.7351,291.9127
842.1845,918.7557,910.0248,168.9119,9.5632,131.5373,285.2004,946.1777
627.6517,229.0653,553.2994,334.4222,812.0444,109.6266,106.6482,46.5315
323.0748,458.3373,714.0489,232.8702,124.5556,909.2512,786.2805,732.6761
841.3,367.4772,14.6761,266.0653,741.8465,638.5265,950.9149,255.8601
571.598,718.1742,120.3487,376.0751,623.4704,366.357,881.4836,48.4869
256.5486,432.478,801.492,984.0341,216.449,553.172,13.3191,962.9459
309.0885,323.4322,757.058,308.6325,364.9747,915.6585,311.2517,662.3285
